class,cycles
fixed,54020308
fixed,54083574
fixed,53227362
fixed,53383580
fixed,53321168
fixed,53195276
fixed,53115928
fixed,54969288
fixed,54804210
fixed,53302088
fixed,53432192
fixed,52962354
fixed,57829802
fixed,53555054
fixed,53029568
fixed,52957488
fixed,53559908
fixed,53731710
fixed,53513840
fixed,53254552
fixed,52953590
fixed,52992828
fixed,54883430
fixed,53368008
fixed,54079792
fixed,53174848
fixed,53293756
fixed,53412762
fixed,53263246
fixed,53414364
fixed,53612694
fixed,52955858
fixed,53478252
fixed,56153050
fixed,53639560
fixed,52953122
fixed,53190706
fixed,53040628
fixed,53110312
fixed,53118642
fixed,53136018
fixed,53703204
fixed,53612766
fixed,53406620
fixed,55562502
fixed,53389030
fixed,53449006
fixed,53709926
fixed,53052046
fixed,52954722
fixed,53322436
fixed,53097260
fixed,53039766
fixed,53581014
fixed,53229940
fixed,53102258
fixed,53411684
fixed,53486320
fixed,56095100
fixed,53161466
fixed,55267410
fixed,53532950
fixed,53306034
fixed,53077882
fixed,53544850
fixed,53544552
fixed,53593200
fixed,53667080
fixed,53333246
fixed,53237710
fixed,53050866
fixed,53647156
fixed,53344418
fixed,53699974
fixed,53430462
fixed,53585178
fixed,53230988
fixed,53037752
fixed,53891388
fixed,53073428
fixed,53637872
fixed,53768888
fixed,52965182
fixed,55013962
fixed,53682810
fixed,53821592
fixed,53613018
fixed,53032418
fixed,53301812
fixed,53466052
fixed,53876922
fixed,53867640
fixed,53292656
fixed,54445980
fixed,53783554
fixed,53140514
fixed,52989324
fixed,57156812
fixed,52485880
fixed,52202030
fixed,52933026
fixed,52432738
fixed,52986010
fixed,54700774
fixed,53698710
fixed,53682920
fixed,55606304
fixed,54055770
fixed,53668048
fixed,53745218
fixed,53787452
fixed,53992374
fixed,53656610
fixed,53055460
fixed,53235756
fixed,52804170
fixed,54003706
fixed,52670162
fixed,53278838
fixed,52979460
fixed,52634092
fixed,53299390
fixed,53669994
fixed,53169402
fixed,53184220
fixed,53156202
fixed,54018662
fixed,52521594
fixed,52063694
fixed,51725344
fixed,51503664
fixed,51503984
fixed,51331812
fixed,51854854
fixed,56217960
fixed,52202168
fixed,52135172
fixed,52424362
fixed,52145450
fixed,53027924
fixed,54995180
fixed,52297966
fixed,52567332
fixed,53338224
fixed,52924090
fixed,51901000
fixed,52392068
fixed,51333516
fixed,52404064
fixed,52050410
fixed,52997024
fixed,52172472
fixed,52724448
fixed,52360218
fixed,52430334
fixed,52844186
fixed,51940050
fixed,52419220
fixed,52294502
fixed,52262256
fixed,51873090
fixed,51695584
fixed,51655380
fixed,54288360
fixed,52812338
fixed,51703474
fixed,52190296
fixed,51829594
fixed,51834504
fixed,51954960
fixed,52931126
fixed,51299340
fixed,51858530
fixed,53012104
fixed,52787680
fixed,52183400
fixed,55795366
fixed,52300280
fixed,52303022
fixed,52929996
fixed,51611986
fixed,52282786
fixed,52200304
fixed,53087792
fixed,51509100
fixed,51741358
fixed,52474620
fixed,51773930
fixed,51105318
fixed,51200230
fixed,50787942
fixed,51756318
fixed,52151538
fixed,52062418
fixed,52483078
fixed,52717604
fixed,52439404
fixed,52138826
fixed,51924928
fixed,52236298
fixed,51551818
fixed,52096410
fixed,52426704
fixed,52013618
fixed,52394426
fixed,51808828
fixed,52064266
fixed,51627988
fixed,52783926
fixed,51275346
fixed,52450186
fixed,52312644
fixed,51935416
fixed,51750034
fixed,52763326
fixed,51888686
fixed,51649732
fixed,51927008
fixed,52133480
fixed,51919614
fixed,51119658
fixed,52433320
fixed,52035762
fixed,52590036
fixed,51738754
fixed,53540128
fixed,52939168
fixed,53214976
fixed,52278806
fixed,52795974
fixed,52633212
fixed,52482016
fixed,52069222
fixed,52329796
fixed,52325772
fixed,53666688
fixed,53057218
fixed,51881106
fixed,51261102
fixed,51771080
fixed,52318948
fixed,52848954
fixed,53162124
fixed,52332772
fixed,51671298
fixed,51938226
fixed,52920400
fixed,52600724
fixed,52531624
fixed,52789354
fixed,52603706
fixed,53014320
fixed,52189358
fixed,51536342
fixed,52966668
fixed,51926356
fixed,52167540
fixed,51794662
fixed,53204944
fixed,52986772
fixed,51236372
fixed,53006274
