class,cycles
fixed,43968392
fixed,43722798
fixed,44039280
fixed,43908950
fixed,44174686
fixed,43937078
fixed,44088458
fixed,44240530
fixed,43948662
fixed,44444982
fixed,44186252
fixed,52018040
fixed,50075612
fixed,45531090
fixed,43402104
fixed,42692592
fixed,43682062
fixed,43926778
fixed,43490356
fixed,44112538
fixed,43332996
fixed,43498782
fixed,43879148
fixed,42771502
fixed,43357738
fixed,43684870
fixed,43504696
fixed,43508826
fixed,44561872
fixed,44558828
fixed,44483050
fixed,44164438
fixed,44163514
fixed,44540692
fixed,43904784
fixed,44448374
fixed,44269110
fixed,44251832
fixed,45380200
fixed,44554730
fixed,44574672
fixed,44356112
fixed,44232758
fixed,43341088
fixed,44309086
fixed,44363964
fixed,44216556
fixed,44048326
fixed,44493808
fixed,44492408
fixed,44346984
fixed,43722200
fixed,43674024
fixed,44502662
fixed,43850946
fixed,44037692
fixed,44437972
fixed,43794070
fixed,44433492
fixed,44161220
fixed,43943584
fixed,43717046
fixed,44675956
fixed,44089580
fixed,44270178
fixed,44149148
fixed,43987036
fixed,44583616
fixed,44636988
fixed,44407862
fixed,44526288
fixed,44585058
fixed,43937118
fixed,44667832
fixed,44426816
fixed,44477504
fixed,44500656
fixed,44605666
fixed,44210506
fixed,44246264
fixed,44357082
fixed,44971748
fixed,43922842
fixed,44597938
fixed,45069402
fixed,44704934
fixed,44630106
fixed,44106468
fixed,43943898
fixed,44310962
fixed,43957300
fixed,44332514
fixed,44534684
fixed,44450880
fixed,44383416
fixed,44148068
fixed,44137562
fixed,44439782
fixed,44485242
fixed,44371442
fixed,44432690
fixed,44393038
fixed,44129984
fixed,44332422
fixed,43994860
fixed,43698840
fixed,44119682
fixed,44749334
fixed,44487418
fixed,44255916
fixed,44366314
fixed,44507054
fixed,44324304
fixed,43852650
fixed,44537942
fixed,44334872
fixed,44344434
fixed,44207330
fixed,44257362
fixed,44938526
fixed,44542696
fixed,44068888
fixed,44252372
fixed,44876096
fixed,44424468
fixed,44496400
fixed,44343844
fixed,44100500
fixed,44655390
fixed,43909828
fixed,44353454
fixed,44013444
fixed,43984596
fixed,44209120
fixed,44395208
fixed,43916134
fixed,44432750
fixed,43894932
fixed,44172730
fixed,44487376
fixed,44561998
fixed,44061002
fixed,45064746
fixed,43644578
fixed,44034940
fixed,44085186
fixed,43919966
fixed,44362230
fixed,44773424
fixed,44567930
fixed,44370302
fixed,44141902
fixed,44374222
fixed,44394716
fixed,43790628
fixed,44219172
fixed,44548516
fixed,44073502
fixed,44367708
fixed,44476050
fixed,44332140
fixed,43966928
fixed,44470982
fixed,43805486
fixed,44345034
fixed,44241714
fixed,44283926
fixed,44467882
fixed,44037942
fixed,44548752
fixed,43999682
fixed,44111568
fixed,44369552
fixed,44401312
fixed,43628454
fixed,44142868
fixed,44435534
fixed,44639572
fixed,44655274
fixed,44071108
fixed,44534842
fixed,44479536
fixed,44850872
fixed,44481108
fixed,43977022
fixed,44053352
fixed,44088486
fixed,44263104
fixed,43916500
fixed,44466426
fixed,44530084
fixed,44275162
fixed,44080542
fixed,46309692
fixed,44221708
fixed,44544286
fixed,44383312
fixed,44082672
fixed,44025278
fixed,43842778
fixed,44442342
fixed,43971706
fixed,44406900
fixed,44324534
fixed,44255416
fixed,44226338
fixed,43433928
fixed,44368566
fixed,44377792
fixed,44188028
fixed,45566816
fixed,43452892
fixed,48294624
fixed,47546368
fixed,71304964
fixed,53217062
fixed,43821632
fixed,42656256
fixed,43596576
fixed,43755920
fixed,43999798
fixed,45686972
fixed,44339398
fixed,44276258
fixed,44562720
fixed,44054492
fixed,44518084
fixed,44306508
fixed,44526812
fixed,44344062
fixed,44338900
fixed,44257684
fixed,44287610
fixed,44391468
fixed,44092032
fixed,44060902
fixed,44400844
fixed,43173634
fixed,43998648
fixed,44085916
fixed,43458176
fixed,45530348
fixed,44059438
fixed,44350672
fixed,44086320
fixed,44258930
fixed,43490450
fixed,43273678
fixed,43909936
fixed,43437912
fixed,43743750
fixed,45603816
fixed,44358002
fixed,44466558
fixed,43637158
fixed,44271560
fixed,43701544
fixed,45624260
fixed,45952224
fixed,47173352
fixed,43897144
fixed,44031358
fixed,43253670
fixed,44584488
fixed,43999950
fixed,44323844
fixed,44326588
fixed,44552628
fixed,44346544
fixed,43916072
fixed,46468296
fixed,44011706
fixed,43163064
fixed,44049064
fixed,44439498
fixed,43970804
fixed,43631620
fixed,44017766
fixed,44299060
fixed,44122574
fixed,44293106
fixed,44455964
fixed,44374458
fixed,44162484
fixed,44567152
fixed,44263538
fixed,43893916
fixed,44496772
fixed,43980318
fixed,43979302
fixed,44385800
fixed,45432998
fixed,44371700
fixed,44017092
fixed,44165958
fixed,44160590
fixed,44303466
fixed,44174752
fixed,44668804
fixed,43996296
fixed,44183936
fixed,44149038
fixed,44480454
fixed,44264880
fixed,44529892
fixed,44796378
fixed,44619758
fixed,44437556
fixed,44689224
fixed,44365640
fixed,44403464
fixed,46119920
fixed,44224772
fixed,44533790
fixed,43730760
fixed,44272198
fixed,43884556
fixed,44278660
fixed,44569358
fixed,44378082
fixed,44342550
fixed,44471784
fixed,44251480
fixed,44175214
fixed,44486236
fixed,44021620
fixed,43777260
fixed,43216658
fixed,44792388
fixed,44183584
fixed,44562498
fixed,44228906
fixed,44534460
fixed,44524288
fixed,44236890
fixed,44201700
fixed,45220238
fixed,60204284
fixed,44723252
fixed,44645144
fixed,44206510
fixed,43824030
fixed,44507218
fixed,44383344
fixed,44537540
fixed,44443552
fixed,44430528
fixed,44534584
fixed,44914578
fixed,44570204
fixed,46128008
fixed,45996972
fixed,44568120
fixed,44750616
fixed,44865784
fixed,46288236
fixed,44637406
fixed,43874782
fixed,45721790
fixed,45459254
fixed,46430916
fixed,46511056
fixed,46194528
fixed,46982978
fixed,46100018
fixed,44835468
fixed,44472652
fixed,44484400
fixed,44666586
fixed,44919156
fixed,45119880
fixed,44589802
fixed,44086230
fixed,44470800
fixed,44501390
fixed,45585852
fixed,45208754
fixed,45171796
fixed,44825236
fixed,45015222
fixed,45011818
fixed,45155854
fixed,44087564
fixed,44012146
fixed,44200404
fixed,44619026
fixed,46252622
fixed,46072706
fixed,46113642
fixed,46708780
fixed,45993240
fixed,45711754
fixed,45957686
fixed,45765628
fixed,45486298
fixed,44510110
fixed,44338528
fixed,44517412
fixed,45341062
fixed,44177530
fixed,44493288
fixed,44410342
fixed,44809936
fixed,45273956
fixed,44667110
fixed,44757844
fixed,44934750
fixed,45013734
fixed,44583096
fixed,44438090
fixed,44373954
fixed,44389354
